id,dexNum,classification,findingIds,currentEvolutionFields,pokeApiRuleIds,bulbapedia,serebiiCachedSpeciesPages
jirachi,385,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Jirachi_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/385.shtml;https://www.serebii.net/pokedex-sm/385.shtml;https://www.serebii.net/pokedex-swsh/jirachi/;https://www.serebii.net/pokedex-xy/385.shtml
jolteon,135,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""eevee"",""evoFromItem"":""thunderstone""}",77,https://bulbapedia.bulbagarden.net/wiki/Jolteon_(Pok%C3%A9mon),
joltik,595,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/595.shtml
jumpluff,189,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""skiploom"",""evoFromLevel"":27}",106,https://bulbapedia.bulbagarden.net/wiki/Jumpluff_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/189.shtml;https://www.serebii.net/pokedex-sm/189.shtml
jynx,124,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""smoochum"",""evoFromLevel"":30}",72,https://bulbapedia.bulbagarden.net/wiki/Jynx_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/124.shtml;https://www.serebii.net/pokedex-sm/124.shtml
kabuto,140,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Kabuto_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/kabuto/
kabutops,141,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""kabuto"",""evoFromLevel"":40}",80,https://bulbapedia.bulbagarden.net/wiki/Kabutops_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/141.shtml;https://www.serebii.net/pokedex-sm/141.shtml;https://www.serebii.net/pokedex-swsh/kabutops/
kadabra-f,64,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""abra"",""evoFromLevel"":16}",40,https://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/064.shtml
kadabra,64,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""abra"",""evoFromLevel"":16}",40,https://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/064.shtml
kakuna,14,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""weedle"",""evoFromLevel"":7}",9,https://bulbapedia.bulbagarden.net/wiki/Kakuna_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/014.shtml;https://www.serebii.net/pokedex-dp/014.shtml;https://www.serebii.net/pokedex-gs/014.shtml;https://www.serebii.net/pokedex-rs/014.shtml;https://www.serebii.net/pokedex-sm/014.shtml;https://www.serebii.net/pokedex-sv/kakuna/;https://www.serebii.net/pokedex-swsh/kakuna/;https://www.serebii.net/pokedex-xy/014.shtml;https://www.serebii.net/pokedex/014.shtml
kangaskhan-mega,115,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/115.shtml;https://www.serebii.net/pokedex-swsh/kangaskhan/;https://www.serebii.net/pokedex-xy/115.shtml
kangaskhan,115,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/115.shtml;https://www.serebii.net/pokedex-swsh/kangaskhan/;https://www.serebii.net/pokedex-xy/115.shtml
karrablast,588,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/588.shtml
kartana,798,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Kartana_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/798.shtml
kecleon,352,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Kecleon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/352.shtml;https://www.serebii.net/pokedex-sm/352.shtml;https://www.serebii.net/pokedex-swsh/kecleon/
keldeo-resolute,647,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/647.shtml;https://www.serebii.net/pokedex-sm/647.shtml;https://www.serebii.net/pokedex-swsh/keldeo/;https://www.serebii.net/pokedex-xy/647.shtml
keldeo,647,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/647.shtml;https://www.serebii.net/pokedex-sm/647.shtml;https://www.serebii.net/pokedex-swsh/keldeo/;https://www.serebii.net/pokedex-xy/647.shtml
kilowattrel,941,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""wattrel"",""evoFromLevel"":25}",488,https://bulbapedia.bulbagarden.net/wiki/Kilowattrel_(Pok%C3%A9mon),
kingambit,983,has_findings,E23;E27;E30,"{""evolvesFrom"":""bisharp"",""evoFromCondition"":""Defeat 3 Bisharp leading Pawniard and level-up""}",508,https://bulbapedia.bulbagarden.net/wiki/Kingambit_(Pok%C3%A9mon),
kingdra,230,has_findings,E01;E11,"{""evolvesFrom"":""seadra"",""evoFromItem"":""dragonscale""}",123,https://bulbapedia.bulbagarden.net/wiki/Kingdra_(Pok%C3%A9mon),
kingler-gmax,99,transformation_not_species_evolution,,{},59,https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/099.shtml;https://www.serebii.net/pokedex-swsh/kingler/
kingler,99,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""krabby"",""evoFromLevel"":28}",59,https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/099.shtml;https://www.serebii.net/pokedex-swsh/kingler/
kirlia,281,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""ralts"",""evoFromLevel"":20}",148,https://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/281.shtml;https://www.serebii.net/pokedex-sm/281.shtml
klang,600,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""klink"",""evoFromLevel"":38}",302,https://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/600.shtml
klawf,950,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Klawf_(Pok%C3%A9mon),
kleavor,900,has_findings,E12;E27;E30,"{""evolvesFrom"":""scyther"",""evoFromCondition"":""Black Augurite""}",463,https://bulbapedia.bulbagarden.net/wiki/Kleavor_(Pok%C3%A9mon),
klefki,707,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Klefki_(Pok%C3%A9mon),
klink,599,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/599.shtml
klinklang,601,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""klang"",""evoFromLevel"":49}",303,https://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/601.shtml
koffing,109,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Koffing_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/109.shtml
komala,775,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Komala_(Pok%C3%A9mon),
kommoo,784,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""hakamoo"",""evoFromLevel"":45}",401,https://bulbapedia.bulbagarden.net/wiki/Kommo-o_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/kommo-o/
koraidon,1007,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Koraidon_(Pok%C3%A9mon),
krabby,98,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/098.shtml
kricketot-f,401,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Kricketot_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/401.shtml
kricketot,401,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Kricketot_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/401.shtml
kricketune-f,402,has_findings,E25,"{""evolvesFrom"":""kricketot"",""evoFromLevel"":10}",201,https://bulbapedia.bulbagarden.net/wiki/Kricketune_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/402.shtml
kricketune,402,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""kricketot"",""evoFromLevel"":10}",201,https://bulbapedia.bulbagarden.net/wiki/Kricketune_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/402.shtml
krokorok,552,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""sandile"",""evoFromLevel"":29}",278,https://bulbapedia.bulbagarden.net/wiki/Krokorok_(Pok%C3%A9mon),
krookodile,553,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""krokorok"",""evoFromLevel"":40}",279,https://bulbapedia.bulbagarden.net/wiki/Krookodile_(Pok%C3%A9mon),
kubfu,891,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Kubfu_(Pok%C3%A9mon),
kyogre-primal,382,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Kyogre_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/382.shtml;https://www.serebii.net/pokedex-swsh/kyogre/;https://www.serebii.net/pokedex-xy/382.shtml
kyogre,382,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Kyogre_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/382.shtml;https://www.serebii.net/pokedex-swsh/kyogre/;https://www.serebii.net/pokedex-xy/382.shtml
kyurem-black,646,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/646.shtml;https://www.serebii.net/pokedex-sm/646.shtml;https://www.serebii.net/pokedex-xy/646.shtml
kyurem-white,646,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/646.shtml;https://www.serebii.net/pokedex-sm/646.shtml;https://www.serebii.net/pokedex-xy/646.shtml
kyurem,646,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/646.shtml;https://www.serebii.net/pokedex-sm/646.shtml;https://www.serebii.net/pokedex-xy/646.shtml
lairon,305,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""aron"",""evoFromLevel"":32}",160,https://bulbapedia.bulbagarden.net/wiki/Lairon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/305.shtml;https://www.serebii.net/pokedex-sm/305.shtml
lampent,608,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""litwick"",""evoFromLevel"":41}",307,https://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon),
landorus-therian,645,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/645.shtml;https://www.serebii.net/pokedex-swsh/landorus/;https://www.serebii.net/pokedex-xy/645.shtml
landorus,645,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/645.shtml;https://www.serebii.net/pokedex-swsh/landorus/;https://www.serebii.net/pokedex-xy/645.shtml
lanturn,171,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""chinchou"",""evoFromLevel"":27}",95,https://bulbapedia.bulbagarden.net/wiki/Lanturn_(Pok%C3%A9mon),
lapras-gmax,131,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Lapras_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/lapras/;https://www.serebii.net/pokedex-swsh/lapras/
lapras,131,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Lapras_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/lapras/;https://www.serebii.net/pokedex-swsh/lapras/
larvesta,636,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/636.shtml
larvitar,246,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/246.shtml;https://www.serebii.net/pokedex-swsh/larvitar/
latias-mega,380,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Latias_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/380.shtml;https://www.serebii.net/pokedex-swsh/latias/;https://www.serebii.net/pokedex-xy/380.shtml
latias,380,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Latias_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/380.shtml;https://www.serebii.net/pokedex-swsh/latias/;https://www.serebii.net/pokedex-xy/380.shtml
latios-mega,381,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Latios_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/381.shtml;https://www.serebii.net/pokedex-swsh/latios/;https://www.serebii.net/pokedex-xy/381.shtml
latios,381,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Latios_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/381.shtml;https://www.serebii.net/pokedex-swsh/latios/;https://www.serebii.net/pokedex-xy/381.shtml
leafeon,470,has_findings,E13,"{""evolvesFrom"":""eevee"",""evoFromItem"":""leafstone""}",238;324;363;407;548;550,https://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon),
leavanny,542,has_findings,E02,"{""evolvesFrom"":""swadloon""}",273,https://bulbapedia.bulbagarden.net/wiki/Leavanny_(Pok%C3%A9mon),
lechonk,915,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Lechonk_(Pok%C3%A9mon),
ledian-f,166,has_findings,E25,"{""evolvesFrom"":""ledyba"",""evoFromLevel"":18}",92,https://bulbapedia.bulbagarden.net/wiki/Ledian_(Pok%C3%A9mon),
ledian,166,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""ledyba"",""evoFromLevel"":18}",92,https://bulbapedia.bulbagarden.net/wiki/Ledian_(Pok%C3%A9mon),
ledyba-f,165,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Ledyba_(Pok%C3%A9mon),
ledyba,165,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Ledyba_(Pok%C3%A9mon),
lickilicky,463,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""lickitung"",""evoFromMove"":""rollout""}",231,https://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/463.shtml
lickitung,108,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/108.shtml
liepard,510,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""purrloin"",""evoFromLevel"":20}",256,https://bulbapedia.bulbagarden.net/wiki/Liepard_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/510.shtml
lileep,345,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Lileep_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/lileep/
lilligant-hisui,549,has_findings,E18,"{""evolvesFrom"":""petilil"",""evoFromItem"":""sunstone""}",528,https://bulbapedia.bulbagarden.net/wiki/Lilligant_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/549.shtml;https://www.serebii.net/pokedex-swsh/lilligant/
lilligant,549,has_findings,E18,"{""evolvesFrom"":""petilil"",""evoFromItem"":""sunstone""}",277,https://bulbapedia.bulbagarden.net/wiki/Lilligant_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/549.shtml;https://www.serebii.net/pokedex-swsh/lilligant/
lillipup,506,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pok%C3%A9mon),
linoone-galar,264,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""zigzagoon-galar"",""evoFromLevel"":20}",538,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/264.shtml;https://www.serebii.net/pokedex-swsh/linoone/
linoone,264,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""zigzagoon"",""evoFromLevel"":20}",137,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/264.shtml;https://www.serebii.net/pokedex-swsh/linoone/
litleo,667,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Litleo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/667.shtml
litten,725,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Litten_(Pok%C3%A9mon),
litwick,607,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon),
lokix,920,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""nymble"",""evoFromLevel"":24}",476,https://bulbapedia.bulbagarden.net/wiki/Lokix_(Pok%C3%A9mon),
lombre,271,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""lotad"",""evoFromLevel"":14}",142,https://bulbapedia.bulbagarden.net/wiki/Lombre_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/271.shtml;https://www.serebii.net/pokedex-sm/271.shtml;https://www.serebii.net/pokedex-swsh/lombre/
lopunny-mega,428,transformation_not_species_evolution,,{},215,https://bulbapedia.bulbagarden.net/wiki/Lopunny_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/428.shtml;https://www.serebii.net/pokedex-swsh/lopunny/;https://www.serebii.net/pokedex-xy/428.shtml
lopunny,428,has_findings,E02,"{""evolvesFrom"":""buneary""}",215,https://bulbapedia.bulbagarden.net/wiki/Lopunny_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/428.shtml;https://www.serebii.net/pokedex-swsh/lopunny/;https://www.serebii.net/pokedex-xy/428.shtml
lotad,270,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Lotad_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/270.shtml;https://www.serebii.net/pokedex-sm/270.shtml;https://www.serebii.net/pokedex-swsh/lotad/
loudred,294,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""whismur"",""evoFromLevel"":20}",156,https://bulbapedia.bulbagarden.net/wiki/Loudred_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/294.shtml;https://www.serebii.net/pokedex-sm/294.shtml
lucario-mega-z,448,transformation_not_species_evolution,,{},223,https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/448.shtml;https://www.serebii.net/pokedex-sv/lucario/;https://www.serebii.net/pokedex-swsh/lucario/;https://www.serebii.net/pokedex-xy/448.shtml
lucario-mega,448,transformation_not_species_evolution,,{},223,https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/448.shtml;https://www.serebii.net/pokedex-sv/lucario/;https://www.serebii.net/pokedex-swsh/lucario/;https://www.serebii.net/pokedex-xy/448.shtml
lucario,448,has_findings,E02;E27,"{""evolvesFrom"":""riolu"",""evoFromCondition"":""during the day""}",223,https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/448.shtml;https://www.serebii.net/pokedex-sv/lucario/;https://www.serebii.net/pokedex-swsh/lucario/;https://www.serebii.net/pokedex-xy/448.shtml
ludicolo-f,272,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""lombre"",""evoFromItem"":""waterstone""}",143,https://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/272.shtml;https://www.serebii.net/pokedex-sm/272.shtml;https://www.serebii.net/pokedex-swsh/ludicolo/
ludicolo,272,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""lombre"",""evoFromItem"":""waterstone""}",143,https://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/272.shtml;https://www.serebii.net/pokedex-sm/272.shtml;https://www.serebii.net/pokedex-swsh/ludicolo/
lugia,249,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/249.shtml;https://www.serebii.net/pokedex-sm/249.shtml;https://www.serebii.net/pokedex-swsh/lugia/
lumineon-f,457,has_findings,E25,"{""evolvesFrom"":""finneon"",""evoFromLevel"":31}",227,https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/457.shtml
lumineon,457,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""finneon"",""evoFromLevel"":31}",227,https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/457.shtml
lunala,792,has_findings,E19,"{""evolvesFrom"":""cosmoem"",""evoFromLevel"":53}",404,https://bulbapedia.bulbagarden.net/wiki/Lunala_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/792.shtml;https://www.serebii.net/pokedex-swsh/lunala/
lunatone,337,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Lunatone_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/337.shtml;https://www.serebii.net/pokedex-swsh/lunatone/
lurantis,754,has_findings,E27,"{""evolvesFrom"":""fomantis"",""evoFromLevel"":34,""evoFromCondition"":""during the day""}",391,https://bulbapedia.bulbagarden.net/wiki/Lurantis_(Pok%C3%A9mon),
luvdisc,370,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Luvdisc_(Pok%C3%A9mon),
luxio-f,404,has_findings,E25,"{""evolvesFrom"":""shinx"",""evoFromLevel"":15}",202,https://bulbapedia.bulbagarden.net/wiki/Luxio_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/404.shtml;https://www.serebii.net/pokedex-sm/404.shtml
luxio,404,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""shinx"",""evoFromLevel"":15}",202,https://bulbapedia.bulbagarden.net/wiki/Luxio_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/404.shtml;https://www.serebii.net/pokedex-sm/404.shtml
luxray-f,405,has_findings,E25,"{""evolvesFrom"":""luxio"",""evoFromLevel"":30}",203,https://bulbapedia.bulbagarden.net/wiki/Luxray_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/405.shtml;https://www.serebii.net/pokedex-sm/405.shtml
luxray,405,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""luxio"",""evoFromLevel"":30}",203,https://bulbapedia.bulbagarden.net/wiki/Luxray_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/405.shtml;https://www.serebii.net/pokedex-sm/405.shtml
lycanroc-dusk,745,has_findings,E20;E27,"{""evolvesFrom"":""rockruff"",""evoFromLevel"":25,""evoFromCondition"":""from Own-Tempo Rockruff during the evening""}",460,https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/lycanroc/
lycanroc-midnight,745,has_findings,E20;E27,"{""evolvesFrom"":""rockruff"",""evoFromLevel"":25,""evoFromCondition"":""at night""}",387,https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/lycanroc/
lycanroc,745,has_findings,E20;E27,"{""evolvesFrom"":""rockruff"",""evoFromLevel"":25,""evoFromCondition"":""during the day""}",386,https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/lycanroc/
mabosstiff,943,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""maschiff"",""evoFromLevel"":30}",489,https://bulbapedia.bulbagarden.net/wiki/Mabosstiff_(Pok%C3%A9mon),
machamp-gmax,68,transformation_not_species_evolution,,{},43,https://bulbapedia.bulbagarden.net/wiki/Machamp_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/068.shtml;https://www.serebii.net/pokedex-sv/machamp/;https://www.serebii.net/pokedex-swsh/machamp/
machamp,68,has_findings,E01;E14;E30,"{""evolvesFrom"":""machoke""}",43,https://bulbapedia.bulbagarden.net/wiki/Machamp_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/068.shtml;https://www.serebii.net/pokedex-sv/machamp/;https://www.serebii.net/pokedex-swsh/machamp/
machoke,67,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""machop"",""evoFromLevel"":28}",42,https://bulbapedia.bulbagarden.net/wiki/Machoke_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/067.shtml
machop,66,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Machop_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/066.shtml
magby,240,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/240.shtml;https://www.serebii.net/pokedex-swsh/magby/
magcargo,219,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""slugma"",""evoFromLevel"":38}",118,https://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/219.shtml
magearna-mega,801,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Magearna_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/801.shtml;https://www.serebii.net/pokedex-sv/magearna/;https://www.serebii.net/pokedex-swsh/magearna/
magearna-original-mega,801,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Magearna_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/801.shtml;https://www.serebii.net/pokedex-sv/magearna/;https://www.serebii.net/pokedex-swsh/magearna/
magearna-original,801,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Magearna_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/801.shtml;https://www.serebii.net/pokedex-sv/magearna/;https://www.serebii.net/pokedex-swsh/magearna/
magearna,801,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Magearna_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/801.shtml;https://www.serebii.net/pokedex-sv/magearna/;https://www.serebii.net/pokedex-swsh/magearna/
magikarp-f,129,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Magikarp_(Pok%C3%A9mon),https://www.serebii.net/pokedex-xy/129.shtml
magikarp,129,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Magikarp_(Pok%C3%A9mon),https://www.serebii.net/pokedex-xy/129.shtml
magmar,126,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""magby"",""evoFromLevel"":30}",74,https://bulbapedia.bulbagarden.net/wiki/Magmar_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/126.shtml;https://www.serebii.net/pokedex-swsh/magmar/
